text,dataset-origin,label
"Boothroyd calls for Lords speaker

Betty Boothroyd has said the House of Lords needs its own Speaker and that peers should lead the way on reforming the upper chamber.

Baroness Boothroyd, who was the first woman to be Commons Speaker, said she believed Tony Blair initiated reforms without a clear outcome in mind. ""Now we have to take care of it ourselves and make the best of it,"" she told the BBC's Breakfast with Frost. In 1999 Labour removed all but 92 of the Lords' 750 hereditary peers. That was billed as the first stage of reform of the institution. The lord chancellor hinted further reforms could be unveiled in the next Labour manifesto.

""I think we need to look very carefully at the relationship between the Lords and the Commons,"" Lord Falconer told BBC1's Breakfast With Frost. ""How it interacts with the Commons is a very, very important issue. ""We need to address the issue in the manifesto, but you will have to wait for when the manifesto comes."" The lord chancellor currently has the role of House of Lords speaker. He is also head of the judiciary and a member of the Cabinet as constitutional affairs secretary.

Lady Boothroyd said she believed it was unacceptable for the lord chancellor to have the role of Speaker. ""I would really like to see a Speaker of the House of Lords,"" she said. ""I don't go for the idea of somebody - a lord chancellor - who is head of the judiciary, a senior Cabinet minister and Speaker of the Lords. ""I want somebody there who is going to look after that House and do a job there.
",original,0
"Bid to cut court witness stress

New targets to reduce the stress to victims and witnesses giving evidence in courts in England and Wales have been announced by the lord chancellor.

Lord Falconer wants all crown courts and 90% of magistrates' courts to have facilities to keep witnesses separate from defendants within four years. More video links will also be made available so that witnesses do not have to enter courtrooms. It is part of a five-year plan to help build confidence in the justice system.

Ministers say the strategy is aimed at re-balancing the court system towards victims, and increasing the number of offenders brought to justice. Launching the Department for Constitutional Affairs' plan, Lord Falconer said: ""One of the top priorities will be a better deal for victims. ""The needs and safety of victims will be at the heart of the way trials are managed.

""Courts, judges, magistrates, prosecutors, police and victim support - all working together to ensure the rights of victims are put first, without compromising the rights of the defendant."" He went on: ""Giving evidence is a nerve-wracking experience, especially when you're a victim. ""Yet with a will and with support it can be done."" Lord Falconer told BBC Radio 4's Today programme it was impossible for some elderly people to go to court to give evidence. Other witnesses could be intimidated by sitting alongside defendants outside courts. ""You are never going to get rid of some element of the trauma of giving evidence,"" he said. ""But you can make people believe that the courts understand the problem, it's not some kind of alien place where they go where they are not thinking about them.""

The plan comes as the lord chancellor also considers allowing cameras into courts for the first time since 1925, as long as they were used for cases that did not involve witnesses. Another feature of the strategy is constitutional reform, with a government bill to set up a supreme court and a judicial appointments commission returning to the House of Lords on Tuesday. Ministers had proposed getting rid of the title of lord chancellor, but the Lords have over-ruled this. Lord Falconer said it was right for the highest court to be completely distinct from Parliament. The person in charge of the court system should not also be speaker of the House of Lords, he said, and should be the best person chosen from either House of Parliament. What they did, not what they were called, was the critical issue, he added.
",original,0
"Lord Scarman, 93, dies peacefully

Distinguished lawyer Lord Scarman, who conducted the inquiry into the 1981 Brixton riots, has died aged 93.

The peer enjoyed a celebrated judicial career, serving as Law Commission chairman in its first seven years. He also chaired the 1969 tribunal set up to investigate civil disturbances in Northern Ireland. Paying tribute, the Lord Chancellor Lord Falconer said Lord Scarman was one of the ""great advocates of our generation"".

""His legacy from his decisions in the Lords and the Court of Appeal is substantial. ""His work in the wake of the Brixton riots and his commitment to the vulnerable and dispossessed was second to none.

""A great judge, a great lawyer and a great man."" Lord Scarman's nephew George Ritchie said the peer, who passed away peacefully on Wednesday, would be ""sadly missed"".

The Lord Chief Justice, Lord Woolf, who is the most senior judge in England and Wales, said it was Lord Scarman's ""pioneering work"" which paved the way for the Human Rights Act 1998. ""He was a lawyer and a judge who had a remarkable insight into human nature, and an exceptional sensitivity to the needs of a healthy society,"" he said. ""He was, personally, totally charming and he will be remembered with great affection and admiration by all who came into contact with him.""

Dame Elizabeth Butler-Sloss, the president of the Family Justice Division, said Lord Scarman was a ""good and humane judge"" and one of the greatest figures of the late 20th century. Lord Scarman will be remembered for the public inquiry he led into a string of race riots which began in Brixton when racial tensions rose after a police crackdown on street robbery. During the following three days of disturbances that spread to the Midlands, Merseyside, Bristol and Leeds, nearly 400 people were injured and buildings and vehicles were set alight.

The inquiry famously settled on the so-called ""rotten apples"" theory, which argued that only a few police officers were racist, saying most were not. It spawned new law enforcement practices and led to the creation of the Police Complaints Authority. Trevor Phillips, chair of the Commission for Racial Equality, praised Lord Scarman's ""ability to listen"". He said: ""When Lord Scarman toured the streets of Brixton his presence was electrifying. ""A community which had been systematically ignored by everyone else was suddenly embraced by the epitome of the English establishment. ""His great quality was the ability to listen to young people of all backgrounds, many of whose language he could barely understand, genuinely to hear what they had to say and to talk to them as human beings. ""He never lost the special combination of wisdom, humanity and the spark of radicalism that marked his watershed report into the Brixton riots.""
",original,0
"Tory leader urges Harry apology

Prince Harry should personally make clear how sorry he is about wearing a Nazi uniform to a friend's fancy dress party, says Tory leader Michael Howard.

Mr Howard, whose grandmother died in Auschwitz, said many people would be offended by the prince's actions Clarence House has issued a statement saying the prince has apologised and realised it had been a poor costume. Number 10 said an error was made but now Harry had apologised the matter should be left to the palace. That was a message repeated by Home Secretary Charles Clarke who said the matter should now be left to lie.

But Lib Dem leader Charles Kennedy said Harry was in a privileged position and said he should apologise in person. ""There is a reservoir of goodwill for Prince Harry, and Prince William with him, in this country, but I think he needs to remember that it can't last forever."" He added that Sandhurst would probably be good for Harry as it would teach him some self discipline. Former Labour MP Lord Janner, who is a high profile member of Britain's Jewish community, branded Harry's action's ""stupid and evil"". He told ITV: ""The time has come for him to make a public apology. It is about common decency, of respect to the people who fought the Nazis, to the families of those who were killed by the Nazis and to people who suffered during the Holocaust."" He added: ""I would send him in the army as fast as possible. I hope that would teach him not to behave like that.""

A photograph of Prince Harry wearing a swastika armband and German desert uniform at the party appears in Thursday's Sun newspaper under the headline: ""Harry the Nazi."" Mr Howard acknowledged the prince's apology and said he had no doubt the prince's father and family would have much to say to him privately about the incident. But he told BBC Radio 4's Today programme: ""It might be appropriate to tell us himself just how contrite he is."" Mr Howard declined to say what form the statement should take. But former Buckingham Palace press spokesman Dicky Arbiter said the prince should make a personal, broadcast apology. Mr Clarke said he recognised people's concerns about the costume but argued: ""He has apologised and I think we should leave the matter there.""
",original,0
"NHS waiting time target is cut

Hospital waiting times for patients in Wales are to be cut, but not to the same extent as those in England.

Welsh Health Minister Jane Hutt said no patient would wait more than 12 months for an outpatient appointment by March 2006, against a current target of 18 months. But she said the target for an inpatient appointment would remain at 12 months for March 2006. The announcement came as new monthly waiting figures showed a drop. This current inpatient target was set when the assembly government extended its second offer guarantee scheme, which gives patients the option of having their treatment outside Wales.

Details about funding to resource the new targets are expected in the New Year. In England, the current target for inpatients - seeing a consultant to having an operation - is six months. Dr Richard Lewis, Welsh secretary of the British Medical Association (BMA), welcomed the new targets ""to make further and faster progress on waiting lists"". ""However, much remains to be done on waiting lists and waiting times because Wales still lags a long way behind England,"" he said. ""Capacity must be built into the system with sustained investment to ensure that Welsh patients don't receive a worse service than patients over the border."" Health analyst Tony Beddow, from the Welsh Institute for Health and Social Care, called the new targets ""reasonably impressive"".

On Wednesday, Ms Hutt also announced £264m for health services will be spent reducing waiting times, improving key areas and modernising staff pay structures in Wales.

Ms Hutt said major achievements had been made in cutting ""unacceptably long waits for treatment over the past year"". ""We are turning the corner on long waits in Wales. Now we need to see those reductions in long waiters being improved again,"" she said. She added the targets intended to ensure no-one waits more than a year for treatment or to see a consultant. ""But let us not forget two thirds of those waiting for treatment now are waiting less than six months, and these targets affect the small minority of patients in Wales that are waiting far too long."" Rhodri Glyn Thomas, Plaid Cymru health spokesman said: ""It's exactly the same target she set in 1999, with the qualification that it's dependent on a second offer. It's a failed target, from a failed minister..with a failed policy."" For the Welsh Liberal Democrats, Kirsty Williams called the new target ""hugely unambitious"". ""It leaves patients in Wales still waiting two years before they're treated."" Conservative health spokesman Jonathan Morgan said: ""We're spending more money but waiting lists have gone through the roof. ""The Audit Commission has said that the money is not being spent efficiently or effectively, and that's quite a criticism."" Meanwhile, the latest monthly waiting list figures showed the total number of people waiting more than 18 months as an inpatient in Wales has fallen by 9.8%. Statistics to the end of November showed a decline since October from 785 to 708. The number waiting over 12 months also fell from 7,613 to 6,630, or 12.9%. Ms Hutt said they were ""excellent figures"". There are 305,775 people on a waiting list of some kind, down from 311,764 last month.
",original,0
"Tories plan migrant health checks

Non-European Union citizens wanting to work in the UK will have to undergo tests for Tuberculosis and HIV, under plans unveiled by the Conservatives.

A positive test for TB would mean visa applications being turned down, while HIV would be dealt with case by case. Leader Michael Howard said the checks on new arrivals would help protect public health and the NHS. Labour said many tests were already done. The Lib Dems warned both parties against ""pandering to prejudice"".

The proposals, which would be brought in if the Conservatives won the General Election, would not apply to people coming to the UK for less than six months unless they intended to work in health or childcare or teaching. Mr Howard said the plans were based on policies already in action in Canada, New Zealand and Australia. ""It's very important that we should safeguard the good standards of public health that Britain enjoys,"" he told BBC Radio 4's Today programme. Government figures suggest TB in England has increased by 25% over the past 10 years. ""Nearly two thirds of people with TB are born abroad,"" said Mr Howard.

""I don't think a responsible government can stand aside and do nothing in the face of this problem."" But Mr Howard said the plans would not affect asylum applicants' claims. The proposals include:

- People coming to the UK from outside the EU for between six and 12 months from a ""high incidence TB country"" will have to undergo a chest X-ray. 
 - People coming to settle in the UK permanently from outside the EU will have to ""demonstrate they have an acceptable standard of health"". 
 - They will also have to show they are unlikely to be a danger to public health and are unlikely to ""impose significant costs or demands"" on the NHS. 
 - The tests will include a health check, chest X-rays for TB (except for children and pregnant women) and tests for hepatitis and HIV for over 16-year-olds. Only the discovery of TB will mean people will be automatically denied a visa, other conditions will be dealt with on a ""case by case basis"".

There is already some screening in place. Last year 185,000 people were tested for TB at Heathrow and Gatwick airports, only about 200 were found to be infected. And Dr John Moore-Gillon, of the British Lung Foundation, said: ""TB is not simply imported, we are seeing a rise in many sections of the UK-born population as well."" The government says the Tories are ""a bit late"" to the issue. Immigration minister Des Browne quoted its five-year plan for immigration and asylum, as saying: ""We are implementing our existing powers by targeted health screening for TB in high-risk areas at the entry clearance stage. ""Those who are diagnosed would then need to seek treatment at home before being allowed to enter the UK."" Meanwhile Mark Oaten, Liberal Democrat home affairs spokesman, said: ""This is another worrying step in the war of words over asylum and immigration between Labour and the Conservatives. ""Michael Howard knows perfectly well what bigger game he is playing, and history proves it is a very dangerous one."" Lisa Power, head of policy at Aids charity the Terrence Higgins Trust said the policy was prejudice-based rather than evidence-based. ""In fact, it would be more likely to drive people with health conditions to falsify tests while others gain entry by simple dint of their EU status,"" she said.
",original,0
"MPs issued with Blackberry threat

MPs will be thrown out of the Commons if they use Blackberries in the chamber Speaker Michael Martin has ruled.

The £200 handheld computers can be used as a phone, pager or to send e-mails. The devices gained new prominence this week after Alastair Campbell used his to accidentally send an expletive-laden message to a Newsnight journalist. Mr Martin revealed some MPs had been using their Blackberries during debates and he also cautioned members against using hidden earpieces.

The use of electronic devices in the Commons chamber has long been frowned on. The sound of a mobile phone or a pager can result in a strong rebuke from either the Speaker or his deputies. The Speaker chairs debates in the Commons and is charged with ensuring order in the chamber and enforcing rules and conventions of the House. He or she is always an MP chosen by colleagues who, once nominated, gives up all party political allegiances.
",original,0
"Wales 'must learn health lessons'

The new health minister for Wales says there are lessons to learn from England in tackling waiting lists.

Dr Brian Gibbons, on his first full day in the job after Jane Hutt was sacked, admitted ""big challenges"" but insisted the ""essentials"" were in place. But both Plaid Cymru and the Liberal Democrats said Dr Gibbons needed to change policy. Meanwhile Ms Hutt defended her record, saying waiting times and lists were ""only 10% of the health agenda. Dr Gibbons, who was a GP in Blaengwynfi, in the Upper Afan Valley, before becoming AM for Aberavon, said NHS staff wanted a period of consolidation after ""tremendous change and reform"". One of the biggest problems which had faced Ms Hutt during her five-and-a-half years as the assembly's first health minister was the length of waiting lists in Wales.

In November the British Medical Association said NHS staff were ""weeping with despair"" as figures showed 311,000 people were waiting for treatment in Wales, up by 2,400 on the previous month. In the same month lists in England were at their lowest for 17 years, with 856,600 people waiting for treatment. Dr Gibbons told Radio Wales: ""There is no doubt that, in managing waiting lists, England has done a lot of very very useful work, and we do need to learn from that.""

But he said the NHS in Wales also needed to create a healthier population rather than respond only to ill health, and a balanced view of priorities was important. ""We do need a consistent across-the-board approach, recognising the patients' experience of how they use the service is going to be, at the end of the day, the main test of how the service is working."" He said NHS staff wanted a period of consolidation after ""tremendous change and reform"". Later, Dr Gibbons praised the work of Ms Hutt, saying he ""agreed with everything she's done"" to change the health service in Wales. Dr Gibbons said he accepted there was a problem, but his job now was to build on the foundations put in place by his predecessor. He also acknowledged that until the waiting list issue was sorted out, the rest of the assembly government's health policy would be overshadowed.

Opposition members and some Labour MPs had long called for Ms Hutt's removal after sustained criticism over extended hospital waiting times. First Minister Rhodri Morgan told BBC Wales he had agreed with Ms Hutt in 2003 that she would not be health minister in the run-up to the 2007 elections. ""She's been doing the job for five years and eight months and, apart from Nye Bevan himself, (architect of the NHS), I don't think anybody has ever done the job for so long."" Mr Morgan said he had only told Ms Hutt of the reshuffle on Monday morning, and said the NHS in Wales was Dr Gibbons' ""baby"" now. In response to Dr Gibbons' comments, Ieuan Wyn Jones, leader of the Plaid Cymru group in the assembly, said: ""It is apparent that this reshuffle by the first minister was just changing the deckchairs on a sinking Titanic."" Kisrty Williams, for the Lib Dems, added: ""If the underlying policy is going to continue, then changing the minister will serve no purpose, other than to deflect flak from Labour's MPs,"" she said. Meanwhile Ms Hutt said she hoped ""that the people of Wales would benefit from my investment of the past five years and eight months"" Asked about waiting lists, she said that waiting times and lists were ""only 10% of the health agenda"" and that the Welsh Assembly Government had ""turned the corner"" on the issue.
",original,0
"UKIP candidate suspended

Eurosceptic party UKIP have suspended a candidate for allegedly suggesting the criminally insane should be killed.

John Houston, 54, was due to stand in the East Kilbride seat in Lanarkshire at the next election. But he was suspended after his reported views, including the return of the British Empire, were sent to two Scottish newspapers. UKIP spokesman Mark Croucher said those who selected Mr Houston knew nothing of his views. The episode comes at a difficult time for UKIP, soon after the high-profile departure of MEP Robert Kilroy-Silk. Mr Houston is alleged to have said that the organs of the criminally insane should be ""made available to law-abiding members of the community"" and proposed the legalisation of drugs and the sex trade. The document reportedly said: ""We're looking for the resurrection of the British Empire. ""The problems for the human race - environmental and others - can only be dealt with on a global scale, and that calls for a radical alliance of the English-speaking nations, which they are uniquely able to do."" Mr Croucher said the main issue would be that Mr Houston's reported views had been presented as UKIP policy, which they were not. He said they might have been submissions to a committee working on the party's manifesto, but would not have been matched to Mr Houston when he was standing to become a candidate. He told BBC News: ""He appears to have said these things. We have suspended him as a member and as a candidate. ""By all accounts none of this was mentioned at his selection meeting. ""It is simply a distraction from the task in hand, the EU constitution, not individual idiocies."" Mr Houston was quoted in the Herald newspaper saying: ""I feel UKIP have over-reacted and overshot the runway.""

Peter Nielson, who is UKIP Scotland chairman, said he had suspended Mr Houston on Friday night. ""He will remain suspended while the matter is being investigated and then we will decide if and what further action will be taken."" He said that any evidence would be looked into and Mr Houston may be interviewed by the party. He added: ""I can't comment too much at the moment, I have one version from him but I haven't seen the papers yet.""
",original,0
"End Bush 'denial' Blair tells EU

Tony Blair is urging European leaders to wake up from their ""state of denial"" over President Bush's re-election.

""America has spoken. The rest of the world should listen,"" the prime minister said in an interview with The Times newspaper, published on Friday. Mr Blair is at a summit in Brussels, where Iraq and European justice and immigration plans are on the agenda. French President Jacques Chirac reacted to his warning by saying Europe instead needed to reinforce its own unity. Mr Blair has probably been closer to President Bush than any other European leader.

He said some people were in ""a sort of state of denial"" about the US election result but predicted a more ""receptive mood"" would emerge soon. America needed to listen to the world too, he said. ""The fact is that President Bush is there for four years. He is there because the American people have chosen him,"" he argued. He also made clear he intended to take seriously what he perceives as his role in bringing the two continents together.

Britain was ""uniquely placed"" to make out the common ground because of its strong alliance with the US, he suggested. He admitted he had gone to bed at 2230GMT, well before the American polls closed, thinking Mr Kerry might have won. He woke up at 0530GMT to discover Mr Bush had won but declined to say if he was pleased with the eventual result. His words about President Bush met a cool reception from Jacques Chirac. The French president told reporters: ""Europe today has more than ever the need, the necessity, to reinforce itself and its dynamism and unity. ""That is the goal of the constitution in a world that is more multi-polar than ever.""

Mr Chirac will miss an address to the summit from Iraqi interim leader Iyad Allawi, who this week criticised nations which took a ""spectator"" role to Iraq's reconstruction. Mr Chirac denied there was any snub - he is going to a memorial service for the United Arab Emirates' late leader and says he would be happy to meet Mr Allawi. He also signed a communiqu&#233; stressing the EU's commitment to securing a stable and unified Iraq. The EU also confirmed a new $21m aid package. The communiqu&#233; congratulated President Bush on his victory and stressed the importance of good transatlantic relations. The summit is also expected to agree changes to streamline European asylum and immigration decisions. Mr Blair recently said the UK would only participate in EU-wide measures where it was in UK interests but the Tories say he is surrendering a key veto. The meeting will also assess progress on the economic reform plans agreed in Lisbon in 2000 to make Europe more competitive.
",original,0
"Brown to outline presidency goals

Next year will be ""make or break"" for development in poorer countries Gordon Brown will say as he sets out UK goals for its EU and G8 presidencies.

The chancellor is due to outline a series of key targets the government will be judged on in 2005. They will include doubling aid from donor countries and eliminating debt owed by the poorest nations. Mr Brown also wants other G8 nations to match his target for overseas aid - spending 0.7% of national income.

He also wants the richer countries to do more to help the development of vaccines for Aids and malaria. The chancellor is travelling to America next week as part of his persuasion drive over the issue. He told BBC Radio 4's Today programme: ""We need more resources allied to progress on trade and progress on debt relief if we are going to make an impact on the problems of ill health, of illiteracy, of poverty, particularly in Africa but right through the developing countries.""

His proposals were effectively a new ""Marshall Plan"" for the world, including an international finance facility, which would issue bonds in an attempt to double global aid cash to $100bn a year. Agreement in the Doha development talks could also give developing nations the trading ability they needed, he argued. The European Union's Common Agricultural Policy had caused aggravated trade problems, he said, but there was now an agreement to end export subsidies.

Mr Brown said much had been achieved on issues such as debt relief in the last seven years. But with 30,000 children were dying unnecessarily every day more was needed, including 100% debt relief multilaterally. ""That is why next year is a test,"" he said. ""If after five years of making promises the world is not prepared to honour them, then people will be justified in saying they promised but they did not produce results."" The Catholic aid agency Cafod will host Mr Brown's speech on Wednesday.

Cafod wants Britain to use its influence to pressure countries like the US to make firm commitments to tackle global poverty. Mr Brown said America too needed to take more action but defended President George Bush for guaranteeing resources to countries which introduced reforms to tackle corruption. Oxfam's Paying the Price report this week said 45 million children will die needlessly before 2015 and aid budgets are half their 1960 levels. The charity's director, Barbara Stocking, said: ""2005 offers the chance for an historic breakthrough, but unless world leaders act now the year will end in shameful failure."" The report said the G8 of top industrialised nations had agreed in 1970 to spend 0.7% of their incomes on aid.

But 34 years later none of the organisations members had reached this target and many had not yet set a timetable. Mr Blair, who has described Africa as a ""scar"" on the world's conscience, has already said tackling world poverty would be one his G8 priorities along with climate change and the Aids epidemic. But Band Aid founder Bob Geldof in July said he was sick of hearing ""guff"" about scars on the world. It was pathetic that Britain was the 4th richest country in the world but only the 11th most generous aid donor, he added. Conservative shadow international development secretary Alan Duncan accused Mr Brown of missing his target on providing anti-retroviral drug treatment to three million Africans by 2005. Instead, only 500,000 people would benefit, he said. ""There's no point in him demanding praise and adulation for setting a whole new raft of targets when he has so woefully failed to meet the ones he already has,"" added Mr Duncan.
",original,0
"Brown shrugs off economy fears

Gordon Brown is to freeze petrol duty increases, fund a £1bn package to avoid big council tax rises and boost childcare and maternity leave.

In an upbeat pre-Budget report, he slightly increased borrowing but insisted economic targets would be met. The chancellor also hailed the longest period of growth in UK ""industrial history"" but denied he was ""gloating"". But Oliver Letwin, for the Tories, attacked government red tape and debt, dubbing Mr Brown ""Sir Wastealot"".

The shadow chancellor said Mr Brown's ""golden rule"" had ""turned to dross in his hands"" and said he was borrowing to spend, not invest, with predicted debt over the coming years totalling £170bn. Mr Letwin told MPs: ""The tide is going out on the chancellor's credibility. He is spending, borrowing and taxing so much because he is not getting value for taxpayer's money.""

Vincent Cable, for the Liberal Democrats, accused Mr Brown of ducking tough choices.

He said: ""Last week the prime minister gave us the politics of fear; this week the chancellor has offered the economics of complacency. ""There are serious challenges ahead from the falling dollar and from the rapid downturn in the UK housing market and rising personal debt. But they have not been confronted."" Mr Brown rejected the Lib Dem's call to open up the government's books to the National Audit Office, saying decisions on tax and spending should be made by ministers. Some economists say his forecasts on public finances are wishful thinking. BBC economic editor Evan Davis said the figures were plausible but also a gamble.

Mr Brown's insistence he was not ""gloating"" was a pointed rebuttal of a warning from new European Commissioner Peter Mandelson. In his speech, he set out a 10-year childcare strategy for if Labour wins the next election.

It includes a £285m cash injection to extend paid maternity leave from six months to nine, with parents able to transfer leave from the mother to the father. He also promised to increase free nursery education for three and four-year-olds to 15 hours from April 2007. And funds would be provided to keep schools open from 0800 to 1800GMT to look after children while their parents were at work. Taken together, the measures would create a ""welfare state that is truly family-friendly for the first time in its history"", said Mr Brown. He also announced a cash hand-out for older pensioners, with payments of £50 for the over-70s as part of the winter fuel allowance. In a move ministers say should keep council tax rises below 5% next year, the chancellor said he was providing an extra £1bn for local councils. The money is expected to come from government departments such as health and education.

Mr Brown said he was set to meet his two fiscal rules - to borrow only to invest and keep debt ""low and sustainable"" - both in this economic cycle and the next. Borrowing figures for 2003/4 are £35bn - £2.5bn less than the £37.5bn predicted in March's budget, as already announced by the Office for National Statistics. Borrowing is tipped to fall to £31bn by 2005/06 - but that is still £2bn more than Mr Brown predicted in his March budget. Inflation would be 1.75% next year and 2% in the years to follow, Mr Brown forecast. He also pledged an extra £105m for security and counter-terrorism. Business groups have welcomed efforts to improve competitiveness and invest more in skills and innovation. But there worries about the costs of more family-friendly working. Simon Sweetman, from the Federation of Small Businesses, said: ""The proposals on maternity leave have clearly been made with a general election in mind and with little thought to the impact on small employers.""
",original,0
"UK troops on Ivory Coast standby

Downing Street has confirmed British troops are on standby in case they need to help evacuate several hundred UK citizens from Ivory Coast.

The news came as it emerged France had begun evacuating its hostages after days of anti-French demonstrations. Trouble flared after nine French peacekeepers were killed and President Jacques Chirac ordered the destruction of the Ivory Coast's air force. A company of 100-120 UK troops is understood to have been put on standby. They are ready to fly out and secure the route from the embassy to the airport if called upon. Prime Minister Tony Blair's official spokesman said: ""There are British nationals in Ivory Coast and as you can imagine we are making the usual contingency plans in case the situation deteriorates further, but that's all I can say at this stage.""

He added the situation would be monitored carefully in case evacuation became necessary. France has played a lead role in international peacekeeping in Ivory Coast - a former colony - after President Laurent Gbagbo broke an 18-month ceasefire with rebels bombing their positions and killing the nine French soldiers. The decision to destroy the African nation's small air force prompted riots against French and other foreign nationals. The Spanish have already put their forces on standby to evacuate their nationals if necessary.
",original,0
"Blair told to double overseas aid

Tony Blair is being urged to use all his negotiating powers to end poor countries' debt and double aid.

Some 45 million children will die needlessly before 2015 and aid budgets are half their 1960 levels, Oxfam says in a report, Paying the Price. The call comes as the prime minister prepares to assume the presidency of the G8 of top industrialised nations. ""As rich countries get richer, they're giving less and less. This scandal must stop,"" Oxfam's Barbara Stocking said.

""The world's poorest children are paying for rich countries' policies in aid and debt with their lives. ""2005 offers the chance for an historic breakthrough, but unless world leaders act now the year will end in shameful failure,"" the charity's director added. The report said: ""For rich countries, providing aid to help to end global poverty is an obligation and a matter of justice, not an act of charity."" It also points out that in 1970 the G8 of top industrialised nations agreed to spend 0.7% of their incomes on aid. But 34 years later none of the organisations members have reached this target and many have not yet set a timetable, the report says.

It argues that the price of not investing in poor countries' sustainable development will be felt across the world. The report said: ""Global poverty threatens our shared prosperity and security. ""Environmental crises and natural disasters, disease and drug trafficking know no national borders. Poverty heightens the likelihood of conflict and unrest. ""New threats to the peace and security of rich nations arise from poverty and gross inequalities. ""Criminal and terrorist networks are more likely to operate where state institutions are weak.""

Both the prime minister and Chancellor Gordon Brown have called for urgent action to fight world poverty. Mr Blair, who has described Africa as a ""scar"" on the world's conscience, has already said tackling world poverty would be one his G8 priorities along with climate change and the Aids epidemic. Mr Brown has also pledged to write off the debt owed to Britain by the world's poor nations. A spokeswoman for the Department for International Development said: ""The government had made a clear commitment to reaching 0.7% of gross national income for overseas development aid by 2013. ""If Britain's proposal for an International Finance Facility were adopted, the objective of 0.7% could be achieved earlier, by 2008-09. ""These additional resources will be used to increase UK bilateral aid to Africa to at least £1.25bn a year by 2008 and spend at least £1.5bn on HIV/Aids related work over the next three years.""
",original,0
"Peace demo appeal rejected

Peace protestors have lost a landmark appeal over police actions in stopping an anti-war demonstration days after the start of the Iraq war.

They had appealed against a High Court decision that it was not unlawful for police to forcibly turn protestors away near RAF Fairford, Glos, in 2003. The police had also sought to overturn a breach of human rights ruling arising from the same case. Sitting on Wednesday, three Appeal Court judges dismissed both appeals. They were challenging decisions by two judges in the High Court in February this year. It followed action by police, when three coachloads of people were searched and detained on the way to RAF Fairford and forced to return to London under police escort. The demonstrators appealed against a finding by Lord Justice May and Mr Justice Harrison that it was not unlawful for the police to turn the passengers away.

The police were urging Lord Chief Justice and Lord Justices Clarke and Rix to overturn the ruling that they had breached the protestors' human rights by detaining them in the coaches. Craig Mackey, assistant chief constable of Gloucestershire Police, said: ""We have always considered that our responses were proportionate and all our decisions on the day were based on intelligence."" He said no one on the coaches accepted responsibility for items found on the coaches including body armour, a smoke bomb and five shields. ""Given these circumstances, and the fact that RAF Fairford, and other military installations in the UK, had been the scene of increasingly destructive disorder in the weeks preceding this incident, the police commander on the ground made the decision to turn back the coaches. ""From day one we have vigorously defended this decision, which was made out of a genuine concern that if the coaches were allowed to proceed it would have resulted in disorder and criminal damage at RAF Fairford."" Fairford Coach Action, representing more than 80 people who appealed against the police actions, say they are prepared to take their case to the European Court of Human Rights. Their action is supported by Amnesty International and Liberty.
",original,0
"Retirement age could be scrapped

The ""myth that ageing is a barrier"" to contributing to society needs to be ""exploded"", the work and pensions minister has said.

This was why the government was considering scrapping the retirement age entirely, Alan Johnson said. It was also committed to ""stamping out"" age discrimination and would outlaw it, he told a conference on ageing. All three parties have been wooing older voters with both the Tories and Lib Dems pledging higher pensions.

Mr Johnson told Age Concern's Age Agenda in London the government was ""seriously considering"" introducing pensions based on residency rather than national insurance contributions. This idea has been adopted by the Lib Dems as policy, while the Tories have pledged to boost pensions by restoring the link between earnings and pensions. Mr Johnson's speech comes after he last week unveiled plans to find a consensus on how to reform the country's pension system. This would be based on a series of principles including tackling pensioner poverty and fairer pensions for women, he said. Speaking at the London conference he said: ""Generalised stereotypes of people past state pension age as dependant, incapable and vulnerable are a particularly pernicious form of age discrimination"".

The government wanted to tackle this by moving to a culture where retirement ages were ""increasingly consigned to the past"". ""We're sweeping them away entirely for people under 65, and we're giving those above that age a right to request to work past 65 which their employers will have to engage with seriously. ""And the review in 2011, which will look at whether it is time to sweep retirement ages away entirely, is to be tied to evidence ... showing that retirement ages are increasingly outmoded"". Mr Johnson said his department had a long-term aspiration of moving towards an 80% employment rate. This would involve an extra one million older people joining the work force, he said.
",original,0
"Jowell rejects 'Las Vegas' jibe

The Secretary of State for Culture, Media and Sport, Tessa Jowell, has hit out at critics of the Gambling Bill.

She told the Guardian newspaper there would be no ""Las Vegas-style"" super-casinos, as rumoured in the press. Meanwhile Labour backbencher Stephen Pound labelled casino-related regeneration schemes ""a pile of pants"". The MP for Ealing North claimed the legislation would encourage a mafia-like culture of vice and corruption, in an interview on BBC Radio 4. ""You look at some of the people who are involved...they aren't in there to regenerate Blackpool. They are in it to fill their boots,"" Mr Pound told the Today programme. ""I just really think that we have made a terrible mistake here. And over all of it hangs the shadow of the men in the chalk-stripe suits with names that rhyme with spaghetti,"" he said.

Ms Jowell complained of the ""scale of misrepresentation"" in the media over the bill in her interview with the newspaper, her first since the bill was launched. The culture secretary said a four year consultation period had produced a consensus on the need to ""protect children and the vulnerable"" in a swiftly changing sector. Ms Jowell insisted: ""We have a good track record for extracting planning gain in this country, for instance in social housing."" And continued: ""We can be proud to have one of the lowest rates of problem gambling in the world. I intend to keep it that way."" Ms Jowell will set out her position when the Bill is debated in the Commons on Monday. In prime minister's questions last week Tony Blair assured Parliament that 90% of the bill was about tightening up the regulation of the gambling industry.
",original,0
